"medcodeid"	"term"	"originalreadcode"	"snomedctconceptid"	"snomedctdescriptionid"	"release"	"readcode"	"newcat"
"1063801000000119"	"seen in substance misuse clinic"	"9No5"	"494041000000102"	"1063801000000119"	""	"9No5.00"	"Drug misuse"
"106878015"	"alcohol detoxification"	"8BA8"	"64297001"	"106878015"	""	"8BA8.00"	"Alcohol misuse"
"110629012"	"chronic alcoholism"	"E231"	"66590003"	"110629012"	""	"E231.00"	"Alcohol misuse"
"1122111000000117"	"declined consent for notification of drug misuse"	"9NdN"	"505091000000102"	"1122111000000117"	""	"9NdN.00"	"Drug misuse"
"1153451000000115"	"shared care drug misuse treatment"	"9k51-1"	"372511000000103"	"1153451000000115"	""	"9k51.11"	"Drug misuse"
"1216143019"	"drug misuse behaviour"	"1V"	"228366006"	"1216143019"	""	"1V...00"	"Drug misuse"
"1225183017"	"alcohol deterrent poisoning"	"SLH3"	"27134008"	"1225183017"	""	"SLH3.00"	"Alcohol misuse"
"1235465011"	"denatured alcohol causing toxic effect"	"SM001"	"89507002"	"1235465011"	""	"SM00100"	"Alcohol misuse"
"12878014"	"alcoholism"	"E23-1"	"66590003"	"110629012"	""	"E23..11"	"Alcohol misuse"
"138527014"	"alcoholic cardiomyopathy"	"G555"	"83521008"	"138527014"	""	"G555.00"	"Alcohol misuse"
"14103017"	"alcoholic polyneuropathy"	"F375"	"7916009"	"14104011"	""	"F375.00"	"Alcohol misuse"
"1484890014"	"referral to community alcohol team"	"8H7p"	"390857005"	"1484890014"	""	"8H7p.00"	"Alcohol misuse"
"15243013"	"alcohol withdrawal delirium"	"E010"	"8635005"	"15243013"	""	"E010.00"	"Alcohol misuse"
"15244019"	"delirium tremens"	"E010-2"	"8635005"	"15244019"	""	"E010.12"	"Alcohol misuse"
"1538421000006115"	"hmp - substance use, frequency"	"PCSQH23"	"1538421000006104"	"1538421000006115"	""	""	"Drug misuse"
"1538431000006117"	"hmp - substance use, amount"	"PCSQH24"	"1538431000006101"	"1538431000006117"	""	""	"Drug misuse"
"1538441000006110"	"hmp - substance use, last used"	"PCSQH25"	"1538441000006106"	"1538441000006110"	""	""	"Drug misuse"
"1538451000006112"	"hmp - substance use, felt ill?"	"PCSQH26"	"1538451000006108"	"1538451000006112"	""	""	"Drug misuse"
"1538701000006115"	"inpatient detoxification"	"PCSQI54"	"1538701000006104"	"1538701000006115"	""	""	"Drug misuse"
"1538911000006119"	"structured alcohol intervention"	"PCSQI96"	"1538911000006103"	"1538911000006119"	""	""	"Alcohol misuse"
"1550291000000111"	"admission to substance misuse detoxification centre"	"8Hq"	"699124006"	"2982737011"	""	"8Hq..00"	"Drug misuse"
"1584851000006110"	"h/o major tranquilliser misuse"	"1TB"	"277001000000103"	"643811000000118"	""	"1TB..00"	"Drug misuse"
"1620921000006116"	"addiction services"	"EMISNQAD14"	"1620921000006100"	"1620921000006116"	""	""	"Drug misuse"
"1627491000006112"	"substance misuse"	"13cM"	"66214007"	"2310431000000117"	""	"13cM.00"	"Drug misuse"
"1675391000006112"	"referral by community alcohol team"	"EMISNQRE93"	"1675391000006108"	"1675391000006112"	""	""	"Alcohol misuse"
"1680131000006113"	"extended intervention for excessive alcohol consumptn complt"	"9k1B"	"366421000000103"	"691701000000115"	""	"9k1B.00"	"Alcohol misuse"
"1680621000006115"	"drug misuse assessment declined - enhanced services administ"	"9kS"	"362451000000107"	"683271000000115"	""	"9kS..00"	"Drug misuse"
"1704281000006117"	"brief intervention for excessive alcohol consumptn declined"	"8IAF"	"379411000000105"	"747421000000114"	""	"8IAF.00"	"Alcohol misuse"
"1704461000006111"	"shared care drug misuse treatment - enhanced services admin"	"9k51"	"372511000000103"	"1153451000000115"	""	"9k51.00"	"Drug misuse"
"1704471000006116"	"drug misuse treatment primary care - enhanced services admin"	"9k52"	"372541000000102"	"1153431000000110"	""	"9k52.00"	"Drug misuse"
"1714461000006113"	"pharmacy attended for drug misuse - enhanced services admin"	"9k53"	"507041000000101"	"1153411000000119"	""	"9k53.00"	"Drug misuse"
"1716731000006118"	"smr25a drug misuse initial assessment form"	"9K4"	"503771000000102"	"1119321000000114"	""	"9K4..00"	"Drug misuse"
"1736031000000116"	"substance misuse assessment declined"	"8IE7"	"777101000000108"	"1736031000000116"	""	"8IE7.00"	"Drug misuse"
"17390014"	"acute alcoholic hepatitis"	"J611"	"9953008"	"17390014"	""	"J611.00"	"Alcohol misuse"
"1745961000006111"	"extended intervention for excessive alcohol consumption declined"	"EMISNQEX11"	"1745961000006107"	"1745961000006111"	""	""	"Alcohol misuse"
"1754191000006119"	"extended interven for excessive alcohol consumption declined"	"8IAt"	"754831000000102"	"1660641000000118"	""	"8IAt.00"	"Alcohol misuse"
"1777051000006117"	"reason for referral: substance misuse"	"EMISNQRE263"	"1777051000006101"	"1777051000006117"	""	""	"Drug misuse"
"1778191000006113"	"group session: substance misuse"	"EMISNQGR21"	"1778191000006109"	"1778191000006113"	""	""	"Drug misuse"
"1779661000006118"	"alcohol detoxification declined"	"EMISNQAL12"	"1779661000006102"	"1779661000006118"	""	""	"Alcohol misuse"
"1780455014"	"referral to drug abuse counsellor"	"8H7x"	"401266006"	"1780455014"	""	"8H7x.00"	"Drug misuse"
"1806211000006115"	"unsuccessful attempts to reduce alcohol consumption"	"EMISNQUN23"	"1806211000006104"	"1806211000006115"	""	""	"Alcohol misuse"
"1808491000006113"	"alcohol-related legal or disciplinary problem"	"JHCAL2"	"1808491000006109"	"1808491000006113"	""	""	"Alcohol misuse"
"1808611000006118"	"arep - alcohol rehabilitation education program"	"JHCAR24"	"1808611000006102"	"1808611000006118"	""	""	"Alcohol misuse"
"1809471000006115"	"substance dependence"	"E24-100"	"2403008"	"5114014"	""	""	"Drug misuse"
"1809481000006117"	"substance abuse"	"E25-100"	"66214007"	"109958011"	""	""	"Drug misuse"
"1823491000006111"	"substance misuse management stopped - patient dropped out/left"	"EMISNQSU44"	"1823491000006107"	"1823491000006111"	""	""	"Drug misuse"
"1850101000006117"	"knows about needle and syringe exchange scheme"	"EMISNQKN2"	"1850101000006101"	"1850101000006117"	""	""	"Drug misuse"
"1851631000006110"	"seen by community drug team"	"EMISNQSE107"	"1851631000006106"	"1851631000006110"	""	""	"Drug misuse"
"1854731000006115"	"seen in drug misuse clinic"	"EMISNQSE108"	"1854731000006104"	"1854731000006115"	""	""	"Drug misuse"
"1876861000006110"	"substance misuse annual review"	"EMISNQSU69"	"1876861000006106"	"1876861000006110"	""	""	"Drug misuse"
"1880411000006116"	"intravenous drug use in the last 12 months"	"EMISNQIN188"	"1880411000006100"	"1880411000006116"	""	""	"Drug misuse"
"1899441000006114"	"audit score-freq unable to stop drinking when started in last yr"	"EMISNQAU122"	"1899441000006105"	"1899441000006114"	""	""	"Alcohol misuse"
"1899461000006113"	"audit score - freq needs morning alcoholic drink in last year"	"EMISNQAU124"	"1899461000006109"	"1899461000006113"	""	""	"Alcohol misuse"
"1899471000006118"	"audit score-freq of guilt or remorse after drinking in last year"	"EMISNQAU125"	"1899471000006102"	"1899471000006118"	""	""	"Alcohol misuse"
"1899491000006117"	"audit score - injury to self/other as a result of drinking"	"EMISNQAU127"	"1899491000006101"	"1899491000006117"	""	""	"Alcohol misuse"
"1899501000006113"	"audit score - others concerned about drinking/suggest cut down"	"EMISNQAU128"	"1899501000006109"	"1899501000006113"	""	""	"Alcohol misuse"
"1924681000006115"	"substance abuse counselling"	"677W"	"313071005"	"456900016"	""	"Z416.00"	"Drug misuse"
"1933021000006113"	"patient advised about drug driving"	"EMISNQPA366"	"1933021000006109"	"1933021000006113"	""	""	"Drug misuse"
"1948781000006119"	"substance misuse treatment programme commenced"	"EMISNQSU92"	"1948781000006103"	"1948781000006119"	""	""	"Drug misuse"
"1949271000006119"	"referral to addiction service"	"EMISNQRE518"	"1949271000006103"	"1949271000006119"	""	""	"Drug misuse"
"1949301000006117"	"referred for addictions assessment"	"EMISNQRE520"	"1949301000006101"	"1949301000006117"	""	""	"Drug misuse"
"1970381000006116"	"take home naloxone for opiate overdose intervention offered"	"EMISNQTA10"	"1970381000006100"	"1970381000006116"	""	""	"Drug misuse"
"1970391000006118"	"take home naloxone for opiate overdose intervention declined"	"EMISNQTA11"	"1970391000006102"	"1970391000006118"	""	""	"Drug misuse"
"1971421000006118"	"mental and behav dis due to use opioids: withdrawal state, uncomplicated"	"EMISICD10|F1130"	"1971421000006102"	"1971421000006118"	""	""	"Drug misuse"
"1971441000006113"	"mental and behav dis due to use opioids: withdrawal state, with convulsions"	"EMISICD10|F1131"	"1971441000006109"	"1971441000006113"	""	""	"Drug misuse"
"1971451000006110"	"men & behav dis due opioid: withdrawl state with delirium, without convulsions"	"EMISICD10|F1140"	"1971451000006106"	"1971451000006110"	""	""	"Drug misuse"
"1971461000006112"	"men & behav dis due opioid: withdrawl state with delirium, with convulsions"	"EMISICD10|F1141"	"1971461000006108"	"1971461000006112"	""	""	"Drug misuse"
"1971471000006117"	"mental & behav dis due to use opioids: psychotic disorder, schizophrenia-like"	"EMISICD10|F1150"	"1971471000006101"	"1971471000006117"	""	""	"Drug misuse"
"1971481000006119"	"mental and behav dis due to hallucinogens: dependence syn, currently abstinent"	"EMISICD10|F1620"	"1971481000006103"	"1971481000006119"	""	""	"Drug misuse"
"1971491000006116"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, flashbacks"	"EMISICD10|F1370"	"1971491000006100"	"1971491000006116"	""	""	"Drug misuse"
"1971501000006112"	"mental & behav dis due to use opioids: psychotic disorder, predominantly delusional"	"EMISICD10|F1151"	"1971501000006108"	"1971501000006112"	""	""	"Drug misuse"
"1971511000006110"	"mental and behav dis due to hallucinogens: dependence syn, currently abstinent, but in a protected environment"	"EMISICD10|F1621"	"1971511000006106"	"1971511000006110"	""	""	"Drug misuse"
"1971521000006119"	"mental & behav dis due to use opioids: psychotic disorder, predominantly hallucinatory"	"EMISICD10|F1152"	"1971521000006103"	"1971521000006119"	""	""	"Drug misuse"
"1971531000006116"	"mental & behav dis due to use opioids: psychotic disorder, predominantly polymorphic"	"EMISICD10|F1153"	"1971531000006100"	"1971531000006116"	""	""	"Drug misuse"
"1971551000006111"	"mental and behav dis due to hallucinogens: dependence syn, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"EMISICD10|F1622"	"1971551000006107"	"1971551000006111"	""	""	"Drug misuse"
"1971561000006113"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, personality or behaviour disorder"	"EMISICD10|F1371"	"1971561000006109"	"1971561000006113"	""	""	"Drug misuse"
"1971571000006118"	"mental & behav dis due to use opioids: psychotic disorder, predominantly depressive symptoms"	"EMISICD10|F1154"	"1971571000006102"	"1971571000006118"	""	""	"Drug misuse"
"1971581000006115"	"mental and behav dis due to hallucinogens: dependence syn, currently abstinent, but receiving treatment with aversive or blocking drugs"	"EMISICD10|F1623"	"1971581000006104"	"1971581000006115"	""	""	"Drug misuse"
"1971591000006117"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, residual affective disorder"	"EMISICD10|F1372"	"1971591000006101"	"1971591000006117"	""	""	"Drug misuse"
"1971601000006113"	"mental & behav dis due to use opioids: psychotic disorder, predominantly manic symptoms"	"EMISICD10|F1155"	"1971601000006109"	"1971601000006113"	""	""	"Drug misuse"
"1971611000006111"	"mental and behav dis due to hallucinogens: dependence syn, currently using the substance [active dependence]"	"EMISICD10|F1624"	"1971611000006107"	"1971611000006111"	""	""	"Drug misuse"
"1971621000006115"	"mental and behav dis due to hallucinogens: dependence syn, continuous use"	"EMISICD10|F1625"	"1971621000006104"	"1971621000006115"	""	""	"Drug misuse"
"1971631000006117"	"mental & behav dis due to use opioids: psychotic disorder, mixed"	"EMISICD10|F1156"	"1971631000006101"	"1971631000006117"	""	""	"Drug misuse"
"1971641000006110"	"mental and behav dis due to hallucinogens: dependence syn, episodic use [dipsomania]"	"EMISICD10|F1626"	"1971641000006106"	"1971641000006110"	""	""	"Drug misuse"
"1971651000006112"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, flashbacks"	"EMISICD10|F1170"	"1971651000006108"	"1971651000006112"	""	""	"Drug misuse"
"1971661000006114"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, dementia"	"EMISICD10|F1373"	"1971661000006105"	"1971661000006114"	""	""	"Drug misuse"
"1971671000006119"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, personality or behaviour disorder"	"EMISICD10|F1171"	"1971671000006103"	"1971671000006119"	""	""	"Drug misuse"
"1971681000006116"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, residual affective disorder"	"EMISICD10|F1172"	"1971681000006100"	"1971681000006116"	""	""	"Drug misuse"
"1971691000006118"	"mental and behav dis due to hallucinogens: withdrawal state, uncomplicated"	"EMISICD10|F1630"	"1971691000006102"	"1971691000006118"	""	""	"Drug misuse"
"1971701000006118"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, dementia"	"EMISICD10|F1173"	"1971701000006102"	"1971701000006118"	""	""	"Drug misuse"
"1971711000006115"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, other persisting cognitive impairment"	"EMISICD10|F1174"	"1971711000006104"	"1971711000006115"	""	""	"Drug misuse"
"1971721000006111"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, other persisting cognitive impairment"	"EMISICD10|F1374"	"1971721000006107"	"1971721000006111"	""	""	"Drug misuse"
"1971731000006114"	"mental and behav dis due to hallucinogens: withdrawal state, with convulsions"	"EMISICD10|F1631"	"1971731000006105"	"1971731000006114"	""	""	"Drug misuse"
"1971741000006116"	"mental & behav dis due to use opioids: resid & late-onset psychot dis, late-onset psychotic disorder"	"EMISICD10|F1175"	"1971741000006100"	"1971741000006116"	""	""	"Drug misuse"
"1971751000006119"	"mental & behav dis due cannabinoids: acute intoxication, uncomplicated"	"EMISICD10|F1200"	"1971751000006103"	"1971751000006119"	""	""	"Drug misuse"
"1971761000006117"	"mental & behav dis due to seds/hypntcs: resid & late-onset psychot dis, late-onset psychotic disorder"	"EMISICD10|F1375"	"1971761000006101"	"1971761000006117"	""	""	"Drug misuse"
"1971781000006110"	"mental & behav dis due to hallucinogens: withdrwl state wth delirium, without convulsions"	"EMISICD10|F1640"	"1971781000006106"	"1971781000006110"	""	""	"Drug misuse"
"1971791000006113"	"mental & behav dis due cannabinoids: acute intoxication, with trauma or other bodily injury"	"EMISICD10|F1201"	"1971791000006109"	"1971791000006113"	""	""	"Drug misuse"
"1971801000006114"	"mental & behav dis due to use cocaine: acute intoxication, uncomplicated"	"EMISICD10|F1400"	"1971801000006105"	"1971801000006114"	""	""	"Drug misuse"
"1971811000006112"	"mental & behav dis due to hallucinogens: withdrwl state wth delirium, with convulsions"	"EMISICD10|F1641"	"1971811000006108"	"1971811000006112"	""	""	"Drug misuse"
"1971821000006116"	"mental & behav dis due cannabinoids: acute intoxication, with other medical complications"	"EMISICD10|F1202"	"1971821000006100"	"1971821000006116"	""	""	"Drug misuse"
"1971831000006118"	"mental & behav dis due to use cocaine: acute intoxication, with trauma or other bodily injury"	"EMISICD10|F1401"	"1971831000006102"	"1971831000006118"	""	""	"Drug misuse"
"1971841000006111"	"mental & behav dis due cannabinoids: acute intoxication, with delirium"	"EMISICD10|F1203"	"1971841000006107"	"1971841000006111"	""	""	"Drug misuse"
"1971851000006113"	"mental & behav dis due to use cocaine: acute intoxication, with other medical complications"	"EMISICD10|F1402"	"1971851000006109"	"1971851000006113"	""	""	"Drug misuse"
"1971861000006110"	"mental & behav dis due to use cocaine: acute intoxication, with delirium"	"EMISICD10|F1403"	"1971861000006106"	"1971861000006110"	""	""	"Drug misuse"
"1971871000006115"	"mental & behav dis due cannabinoids: acute intoxication, with perceptual distortions"	"EMISICD10|F1204"	"1971871000006104"	"1971871000006115"	""	""	"Drug misuse"
"1971881000006117"	"mental & behav dis due cannabinoids: acute intoxication, with coma"	"EMISICD10|F1205"	"1971881000006101"	"1971881000006117"	""	""	"Drug misuse"
"1971891000006119"	"mental & behav dis due to use cocaine: acute intoxication, with perceptual distortions"	"EMISICD10|F1404"	"1971891000006103"	"1971891000006119"	""	""	"Drug misuse"
"1971901000006115"	"mental & behav dis due cannabinoids: acute intoxication, with convulsions"	"EMISICD10|F1206"	"1971901000006104"	"1971901000006115"	""	""	"Drug misuse"
"1971921000006113"	"mental and behav dis due to cannabinoids: dependence synd, currently abstinent"	"EMISICD10|F1220"	"1971921000006109"	"1971921000006113"	""	""	"Drug misuse"
"1971931000006111"	"mental and behav dis due to cannabinoids: dependence synd, currently abstinent, but in a protected environment"	"EMISICD10|F1221"	"1971931000006107"	"1971931000006111"	""	""	"Drug misuse"
"1971941000006118"	"mental and behav dis due to cannabinoids: dependence synd, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"EMISICD10|F1222"	"1971941000006102"	"1971941000006118"	""	""	"Drug misuse"
"1971951000006116"	"mental and behav dis due to cannabinoids: dependence synd, currently abstinent, but receiving treatment with aversive or blocking drugs"	"EMISICD10|F1223"	"1971951000006100"	"1971951000006116"	""	""	"Drug misuse"
"1971961000006119"	"mental and behav dis due to cannabinoids: dependence synd, currently using the substance [active dependence]"	"EMISICD10|F1224"	"1971961000006103"	"1971961000006119"	""	""	"Drug misuse"
"1971971000006114"	"mental and behav dis due to cannabinoids: dependence synd, continuous use"	"EMISICD10|F1225"	"1971971000006105"	"1971971000006114"	""	""	"Drug misuse"
"1971981000006112"	"mental and behav dis due to cannabinoids: dependence synd, episodic use [dipsomania]"	"EMISICD10|F1226"	"1971981000006108"	"1971981000006112"	""	""	"Drug misuse"
"1971991000006110"	"mental and behav dis due cannabinoids: withdrawal state, uncomplicated"	"EMISICD10|F1230"	"1971991000006106"	"1971991000006110"	""	""	"Drug misuse"
"1972001000006112"	"mental and behav dis due cannabinoids: withdrawal state, with convulsions"	"EMISICD10|F1231"	"1972001000006108"	"1972001000006112"	""	""	"Drug misuse"
"1972011000006110"	"mental & behav dis due to hallucinogens: psychotic disord, schizophrenia-like"	"EMISICD10|F1650"	"1972011000006106"	"1972011000006110"	""	""	"Drug misuse"
"1972031000006116"	"mental & behav dis due to hallucinogens: psychotic disord, predominantly delusional"	"EMISICD10|F1651"	"1972031000006100"	"1972031000006116"	""	""	"Drug misuse"
"1972051000006111"	"mental & behav dis due to hallucinogens: psychotic disord, predominantly hallucinatory"	"EMISICD10|F1652"	"1972051000006107"	"1972051000006111"	""	""	"Drug misuse"
"1972151000006110"	"mental & behav dis due to use alcohol: acute intoxication, uncomplicated"	"EMISICD10|F1000"	"1972151000006106"	"1972151000006110"	""	""	"Alcohol misuse"
"1972161000006112"	"mental & behav dis due to use alcohol: acute intoxication, with trauma or other bodily injury"	"EMISICD10|F1001"	"1972161000006108"	"1972161000006112"	""	""	"Alcohol misuse"
"1972221000006111"	"mental & behav dis due to cannabinoids: withdrwl state wth delirium, without convulsions"	"EMISICD10|F1240"	"1972221000006107"	"1972221000006111"	""	""	"Drug misuse"
"1972241000006116"	"mental & behav dis due to cannabinoids: withdrwl state wth delirium, with convulsions"	"EMISICD10|F1241"	"1972241000006100"	"1972241000006116"	""	""	"Drug misuse"
"1972261000006117"	"mental & behav dis due to cannabinoids: psychotic disordr, schizophrenia-like"	"EMISICD10|F1250"	"1972261000006101"	"1972261000006117"	""	""	"Drug misuse"
"1972271000006112"	"mental & behav dis due to use alcohol: acute intoxication, with other medical complications"	"EMISICD10|F1002"	"1972271000006108"	"1972271000006112"	""	""	"Alcohol misuse"
"1972281000006110"	"mental & behav dis due to cannabinoids: psychotic disordr, predominantly delusional"	"EMISICD10|F1251"	"1972281000006106"	"1972281000006110"	""	""	"Drug misuse"
"1972301000006114"	"mental & behav dis due to cannabinoids: psychotic disordr, predominantly hallucinatory"	"EMISICD10|F1252"	"1972301000006105"	"1972301000006114"	""	""	"Drug misuse"
"1972321000006116"	"mental & behav dis due to cannabinoids: psychotic disordr, predominantly polymorphic"	"EMISICD10|F1253"	"1972321000006100"	"1972321000006116"	""	""	"Drug misuse"
"1972331000006118"	"mental & behav dis due to cannabinoids: psychotic disordr, predominantly depressive symptoms"	"EMISICD10|F1254"	"1972331000006102"	"1972331000006118"	""	""	"Drug misuse"
"1972351000006113"	"mental & behav dis due to cannabinoids: psychotic disordr, predominantly manic symptoms"	"EMISICD10|F1255"	"1972351000006109"	"1972351000006113"	""	""	"Drug misuse"
"1972361000006110"	"mental & behav dis due to cannabinoids: psychotic disordr, mixed"	"EMISICD10|F1256"	"1972361000006106"	"1972361000006110"	""	""	"Drug misuse"
"1972381000006117"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, flashbacks"	"EMISICD10|F1270"	"1972381000006101"	"1972381000006117"	""	""	"Drug misuse"
"1972391000006119"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, personality or behaviour disorder"	"EMISICD10|F1271"	"1972391000006103"	"1972391000006119"	""	""	"Drug misuse"
"1972411000006119"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, residual affective disorder"	"EMISICD10|F1272"	"1972411000006103"	"1972411000006119"	""	""	"Drug misuse"
"1972431000006113"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, dementia"	"EMISICD10|F1273"	"1972431000006109"	"1972431000006113"	""	""	"Drug misuse"
"1972441000006115"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, other persisting cognitive impairment"	"EMISICD10|F1274"	"1972441000006104"	"1972441000006115"	""	""	"Drug misuse"
"1972461000006116"	"mental & behav dis due to cannabinoids: resid & late-onset psychot dis, late-onset psychotic disorder"	"EMISICD10|F1275"	"1972461000006100"	"1972461000006116"	""	""	"Drug misuse"
"1972491000006112"	"mental & behav dis due seds/hypntcs: acute intoxication, uncomplicated"	"EMISICD10|F1300"	"1972491000006108"	"1972491000006112"	""	""	"Drug misuse"
"1972511000006118"	"mental & behav dis due seds/hypntcs: acute intoxication, with trauma or other bodily injury"	"EMISICD10|F1301"	"1972511000006102"	"1972511000006118"	""	""	"Drug misuse"
"1972531000006112"	"mental & behav dis due seds/hypntcs: acute intoxication, with other medical complications"	"EMISICD10|F1302"	"1972531000006108"	"1972531000006112"	""	""	"Drug misuse"
"1972551000006117"	"mental & behav dis due seds/hypntcs: acute intoxication, with delirium"	"EMISICD10|F1303"	"1972551000006101"	"1972551000006117"	""	""	"Drug misuse"
"1972561000006115"	"mental & behav dis due seds/hypntcs: acute intoxication, with perceptual distortions"	"EMISICD10|F1304"	"1972561000006104"	"1972561000006115"	""	""	"Drug misuse"
"1972581000006113"	"mental & behav dis due seds/hypntcs: acute intoxication, with coma"	"EMISICD10|F1305"	"1972581000006109"	"1972581000006113"	""	""	"Drug misuse"
"1972591000006111"	"mental & behav dis due seds/hypntcs: acute intoxication, with convulsions"	"EMISICD10|F1306"	"1972591000006107"	"1972591000006111"	""	""	"Drug misuse"
"1972631000006111"	"mental and behav dis due to seds/hypntcs: dependence synd, currently abstinent"	"EMISICD10|F1320"	"1972631000006107"	"1972631000006111"	""	""	"Drug misuse"
"1972651000006116"	"mental and behav dis due to seds/hypntcs: dependence synd, currently abstinent, but in a protected environment"	"EMISICD10|F1321"	"1972651000006100"	"1972651000006116"	""	""	"Drug misuse"
"1972671000006114"	"mental and behav dis due to seds/hypntcs: dependence synd, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"EMISICD10|F1322"	"1972671000006105"	"1972671000006114"	""	""	"Drug misuse"
"1972691000006110"	"mental and behav dis due to seds/hypntcs: dependence synd, currently abstinent, but receiving treatment with aversive or blocking drugs"	"EMISICD10|F1323"	"1972691000006106"	"1972691000006110"	""	""	"Drug misuse"
"1972701000006110"	"mental and behav dis due to seds/hypntcs: dependence synd, currently using the substance [active dependence]"	"EMISICD10|F1324"	"1972701000006106"	"1972701000006110"	""	""	"Drug misuse"
"1972721000006117"	"mental and behav dis due to seds/hypntcs: dependence synd, continuous use"	"EMISICD10|F1325"	"1972721000006101"	"1972721000006117"	""	""	"Drug misuse"
"1972741000006112"	"mental and behav dis due to seds/hypntcs: dependence synd, episodic use [dipsomania]"	"EMISICD10|F1326"	"1972741000006108"	"1972741000006112"	""	""	"Drug misuse"
"1972761000006111"	"mental and behav dis due seds/hypntcs: withdrawal state, uncomplicated"	"EMISICD10|F1330"	"1972761000006107"	"1972761000006111"	""	""	"Drug misuse"
"1972781000006118"	"mental and behav dis due seds/hypntcs: withdrawal state, with convulsions"	"EMISICD10|F1331"	"1972781000006102"	"1972781000006118"	""	""	"Drug misuse"
"1972801000006119"	"mental & behav dis due to use cocaine: acute intoxication, with coma"	"EMISICD10|F1405"	"1972801000006103"	"1972801000006119"	""	""	"Drug misuse"
"1972811000006116"	"mental & behav dis due to seds/hypntcs: withdrwl state wth delirium, without convulsions"	"EMISICD10|F1340"	"1972811000006100"	"1972811000006116"	""	""	"Drug misuse"
"1972841000006117"	"mental & behav dis due to seds/hypntcs: withdrwl state wth delirium, with convulsions"	"EMISICD10|F1341"	"1972841000006101"	"1972841000006117"	""	""	"Drug misuse"
"1972851000006115"	"mental & behav dis due to use cocaine: acute intoxication, with convulsions"	"EMISICD10|F1406"	"1972851000006104"	"1972851000006115"	""	""	"Drug misuse"
"1972861000006118"	"mental & behav dis due to seds/hypntcs: psychotic disordr, schizophrenia-like"	"EMISICD10|F1350"	"1972861000006102"	"1972861000006118"	""	""	"Drug misuse"
"1972881000006111"	"mental & behav dis due to seds/hypntcs: psychotic disordr, predominantly delusional"	"EMISICD10|F1351"	"1972881000006107"	"1972881000006111"	""	""	"Drug misuse"
"1972901000006113"	"mental & behav dis due to seds/hypntcs: psychotic disordr, predominantly hallucinatory"	"EMISICD10|F1352"	"1972901000006109"	"1972901000006113"	""	""	"Drug misuse"
"1972921000006115"	"mental & behav dis due to seds/hypntcs: psychotic disordr, predominantly polymorphic"	"EMISICD10|F1353"	"1972921000006104"	"1972921000006115"	""	""	"Drug misuse"
"1972941000006110"	"mental & behav dis due to seds/hypntcs: psychotic disordr, predominantly depressive symptoms"	"EMISICD10|F1354"	"1972941000006106"	"1972941000006110"	""	""	"Drug misuse"
"1972951000006112"	"mental and behav dis due to use cocaine: dependence syndr, currently abstinent"	"EMISICD10|F1420"	"1972951000006108"	"1972951000006112"	""	""	"Drug misuse"
"1972961000006114"	"mental & behav dis due to seds/hypntcs: psychotic disordr, predominantly manic symptoms"	"EMISICD10|F1355"	"1972961000006105"	"1972961000006114"	""	""	"Drug misuse"
"1972971000006119"	"mental & behav dis due to seds/hypntcs: psychotic disordr, mixed"	"EMISICD10|F1356"	"1972971000006103"	"1972971000006119"	""	""	"Drug misuse"
"1972981000006116"	"mental and behav dis due to use cocaine: dependence syndr, currently abstinent, but in a protected environment"	"EMISICD10|F1421"	"1972981000006100"	"1972981000006116"	""	""	"Drug misuse"
"1972991000006118"	"mental and behav dis due vol solvents: withdrawal state, uncomplicated"	"EMISICD10|F1830"	"1972991000006102"	"1972991000006118"	""	""	"Drug misuse"
"1973001000006117"	"mental & behav dis due to hallucinogens: psychotic disord, predominantly polymorphic"	"EMISICD10|F1653"	"1973001000006101"	"1973001000006117"	""	""	"Drug misuse"
"1973011000006119"	"mental and behav dis due vol solvents: withdrawal state, with convulsions"	"EMISICD10|F1831"	"1973011000006103"	"1973011000006119"	""	""	"Drug misuse"
"1973021000006110"	"mental & behav dis due vol solvents: withdrawal state wth delirium, without convulsions"	"EMISICD10|F1840"	"1973021000006106"	"1973021000006110"	""	""	"Drug misuse"
"1973031000006113"	"mental & behav dis due vol solvents: withdrawal state wth delirium, with convulsions"	"EMISICD10|F1841"	"1973031000006109"	"1973031000006113"	""	""	"Drug misuse"
