"medcodeid"	"term"	"originalreadcode"	"snomedctconceptid"	"snomedctdescriptionid"	"release"	"readcode"	"newcat"
"1976311000006113"	"mental & behav dis due hallucinogens: acute intoxicatn, with delirium"	"EMISICD10|F1603"	"1976311000006109"	"1976311000006113"	""	""	"Drug misuse"
"1976331000006119"	"mental & behav dis due to use opioids: acute intoxication, with other medical complications"	"EMISICD10|F1102"	"1976331000006103"	"1976331000006119"	""	""	"Drug misuse"
"1976341000006112"	"mental & behav dis due hallucinogens: acute intoxicatn, with perceptual distortions"	"EMISICD10|F1604"	"1976341000006108"	"1976341000006112"	""	""	"Drug misuse"
"1976351000006114"	"mental & behav dis due to use opioids: acute intoxication, with delirium"	"EMISICD10|F1103"	"1976351000006105"	"1976351000006114"	""	""	"Drug misuse"
"1976361000006111"	"mental & behav dis due hallucinogens: acute intoxicatn, with coma"	"EMISICD10|F1605"	"1976361000006107"	"1976361000006111"	""	""	"Drug misuse"
"1976381000006118"	"mental & behav dis due hallucinogens: acute intoxicatn, with convulsions"	"EMISICD10|F1606"	"1976381000006102"	"1976381000006118"	""	""	"Drug misuse"
"1976421000006111"	"mental & behav dis due to use opioids: acute intoxication, with perceptual distortions"	"EMISICD10|F1104"	"1976421000006107"	"1976421000006111"	""	""	"Drug misuse"
"1976441000006116"	"mental & behav dis due to use opioids: acute intoxication, with coma"	"EMISICD10|F1105"	"1976441000006100"	"1976441000006116"	""	""	"Drug misuse"
"1976471000006112"	"mental & behav dis due to use opioids: acute intoxication, with convulsions"	"EMISICD10|F1106"	"1976471000006108"	"1976471000006112"	""	""	"Drug misuse"
"1976501000006117"	"mental and behav dis due to use opioids: dependence syndr, currently abstinent"	"EMISICD10|F1120"	"1976501000006101"	"1976501000006117"	""	""	"Drug misuse"
"1976531000006113"	"mental and behav dis due to use opioids: dependence syndr, currently abstinent, but in a protected environment"	"EMISICD10|F1121"	"1976531000006109"	"1976531000006113"	""	""	"Drug misuse"
"1976551000006118"	"mental and behav dis due to use opioids: dependence syndr, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"EMISICD10|F1122"	"1976551000006102"	"1976551000006118"	""	""	"Drug misuse"
"1976581000006114"	"mental and behav dis due to use opioids: dependence syndr, currently abstinent, but receiving treatment with aversive or blocking drugs"	"EMISICD10|F1123"	"1976581000006105"	"1976581000006114"	""	""	"Drug misuse"
"1976591000006112"	"mental and behav dis due to use opioids: dependence syndr, currently using the substance [active dependence]"	"EMISICD10|F1124"	"1976591000006108"	"1976591000006112"	""	""	"Drug misuse"
"1976611000006118"	"mental and behav dis due to use opioids: dependence syndr, continuous use"	"EMISICD10|F1125"	"1976611000006102"	"1976611000006118"	""	""	"Drug misuse"
"1976621000006114"	"mental and behav dis due to use opioids: dependence syndr, episodic use [dipsomania]"	"EMISICD10|F1126"	"1976621000006105"	"1976621000006114"	""	""	"Drug misuse"
"1976811000006117"	"abuse of non-dependence-producing substances, other substances"	"EMISICD10|F558"	"1976811000006101"	"1976811000006117"	""	""	"Drug misuse"
"1976821000006113"	"abuse of non-dependence-producing substances, unspecified"	"EMISICD10|F559"	"1976821000006109"	"1976821000006113"	""	""	"Drug misuse"
"1976871000006114"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, currently abstinent"	"EMISICD10|F1920"	"1976871000006105"	"1976871000006114"	""	""	"Drug misuse"
"1976981000006117"	"mental and behav dis due to vol solvents: dependence synd, episodic use [dipsomania]"	"EMISICD10|F1826"	"1976981000006101"	"1976981000006117"	""	""	"Drug misuse"
"1977071000006116"	"abuse of antidepressants"	"EMISICD10|F550"	"1977071000006100"	"1977071000006116"	""	""	"Drug misuse"
"1990041000006119"	"taking performance enhancing drugs"	"TRIQQTA2"	"1990041000006103"	"1990041000006119"	""	""	"Drug misuse"
"1994311000006113"	"declined referral to specialist substance misuse service"	"EMISNQDE136"	"1994311000006109"	"1994311000006113"	""	""	"Drug misuse"
"216585018"	"under care of community alcohol team"	"9NN2"	"135827004"	"216585018"	""	"9NN2.00"	"Alcohol misuse"
"2246691000000115"	"drug misuse clinic administration"	"9s"	"869161000000106"	"2246691000000115"	""	"9s...00"	"Drug misuse"
"2256931000000110"	"benzodiazepine dependence detoxification"	"8BAo"	"873931000000108"	"2256931000000110"	""	"8BAo.00"	"Drug misuse"
"2264491000000115"	"seen in drug misuse clinic"	"9N1yJ"	"700187009"	"2989521019"	""	"9N1yJ00"	"Drug misuse"
"226571000000116"	"alcohol misuse - enhanced service completed"	"9k12"	"166471000000105"	"1154571000000110"	""	"9k12.00"	"Drug misuse"
"235741000000110"	"drug misuse - enhanced services administration"	"9k5"	"176811000000105"	"1153381000000116"	""	"9k5..00"	"Drug misuse"
"236441000000113"	"alcohol misuse - enhanced services administration"	"9k1"	"166251000000100"	"1153251000000119"	""	"9k1..00"	"Drug misuse"
"237641000000113"	"drug misuse - enhanced service completed"	"9k50"	"176831000000102"	"1154721000000118"	""	"9k50.00"	"Drug misuse"
"2474678017"	"alcohol disorder monitoring"	"66e"	"413130000"	"2474678017"	""	"66e..00"	"Alcohol misuse"
"2474734017"	"[v]personal history of drug abuse by injection"	"ZV115"	"371435006"	"1210093012"	""	"ZV11500"	"Drug misuse"
"2476701016"	"h/o: drug abuse"	"146F"	"371435006"	"2476701016"	""	"146F.00"	"Drug misuse"
"250316018"	"very heavy drinker - >9u/day"	"1366"	"160578007"	"250316018"	""	"1366.00"	"Alcohol misuse"
"251195015"	"alcoholics anonymous"	"13Y8"	"1099951000000107"	"2753901000000119"	""	"13Y8.00"	"Alcohol misuse"
"251626014"	"h/o: alcoholism"	"1462"	"161466001"	"251626014"	""	"1462.00"	"Alcohol misuse"
"2533634017"	"substance misuse monitoring"	"9HC"	"415662004"	"2533634017"	""	"9HC..00"	"Drug misuse"
"2533721013"	"drug dependence self detoxification"	"8BAW"	"414056002"	"2533721013"	""	"8BAW.00"	"Drug misuse"
"2533722018"	"drug dependence home detoxification"	"8BAX"	"414054004"	"2533722018"	""	"8BAX.00"	"Drug misuse"
"2533726015"	"substance misuse clinical management plan agreed"	"9HC2"	"415659002"	"2533726015"	""	"9HC2.00"	"Drug misuse"
"2533731018"	"substance misuse decreased"	"13c6"	"415660007"	"2533731018"	""	"13c6.00"	"Drug misuse"
"2533732013"	"substance misuse increased"	"13c5"	"415661006"	"2533732013"	""	"13c5.00"	"Drug misuse"
"2533733015"	"drug dependence home detoxification contraindicated"	"8I2N"	"414055003"	"2533733015"	""	"8I2N.00"	"Drug misuse"
"2534258017"	"alcohol counselling by other agencies"	"9k14"	"527961000000108"	"1179611000000117"	""	"9k14.00"	"Alcohol misuse"
"2537051014"	"dna - did not attend substance misuse clinic"	"9N4i"	"413989008"	"2537051014"	""	"9N4i.00"	"Drug misuse"
"2548434014"	"persistent substance misuse"	"13cH"	"417471002"	"2548434014"	""	"13cH.00"	"Drug misuse"
"2548750019"	"prolonged high dose use of cannabis"	"13cE"	"416246006"	"2548750019"	""	"13cE.00"	"Drug misuse"
"2548888013"	"abstinent from drug misuse when receiving blocking therapy"	"13r4"	"712546003"	"3082849014"	""	"13r4.00"	"Drug misuse"
"2548950012"	"preoccupied with substance misuse"	"13cF"	"416437003"	"2548950012"	""	"13cF.00"	"Drug misuse"
"2549278014"	"reduced drugs misuse"	"13c8"	"416751004"	"2549278014"	""	"13c8.00"	"Drug misuse"
"2549646014"	"referral to community drug and alcohol team"	"8HHe"	"417096006"	"2549646014"	""	"8HHe.00"	"Alcohol misuse"
"2549849017"	"alcohol induced hallucinations"	"1B1c"	"417633001"	"2549849017"	""	"1B1c.00"	"Alcohol misuse"
"2549886016"	"abstinent from drug misuse on maintenance replacement"	"13r3"	"712545004"	"3082905013"	""	"13r3.00"	"Drug misuse"
"2639961000000113"	"opioid analgesic dependence"	"13cM1"	"1047881000000106"	"2639961000000113"	""	""	"Drug misuse"
"2640381000000112"	"referral for brief intervention for substance misuse"	"8T24"	"1048091000000104"	"2640381000000112"	""	""	"Drug misuse"
"2640561000000110"	"family intervention for substance misuse"	"8G22"	"1048181000000102"	"2640561000000110"	""	""	"Drug misuse"
"2640651000000111"	"referral for specialist substance misuse intervention"	"8T25"	"1048221000000107"	"2640651000000111"	""	""	"Drug misuse"
"2673574010"	"sedative dependence"	"E241-6"	"427327003"	"2673574010"	""	"E241.16"	"Drug misuse"
"2716771000000111"	"signposting to alcohol misuse service"	"ESCTSI66"	"1084171000000100"	"2716771000000111"	""	""	"Alcohol misuse"
"2817457012"	"drug seeking behaviour"	"ESCTDR1"	"441668002"	"2817457012"	""	""	"Drug misuse"
"283451018"	"aversion therapy - alcoholism"	"8G32"	"183388004"	"283451018"	""	"8G32.00"	"Alcohol misuse"
"283559019"	"admitted to alcohol detoxification centre"	"8H35"	"183486001"	"283559019"	""	"8H35.00"	"Alcohol misuse"
"294664016"	"alcohol amnestic syndrome nos"	"E011z"	"73097000"	"121405015"	""	"E011z00"	"Alcohol misuse"
"294668018"	"chronic alcoholic brain syndrome"	"E0120"	"191475009"	"294668018"	""	"E012000"	"Alcohol misuse"
"294669014"	"alcohol withdrawal hallucinosis"	"E013"	"191476005"	"294669014"	""	"E013.00"	"Alcohol misuse"
"294671014"	"pathological alcohol intoxication"	"E014"	"191477001"	"294671014"	""	"E014.00"	"Alcohol misuse"
"294672019"	"alcoholic paranoia"	"E015"	"191478006"	"294672019"	""	"E015.00"	"Alcohol misuse"
"294674018"	"alcohol withdrawal syndrome"	"E01y0"	"191480000"	"294674018"	""	"E01y000"	"Alcohol misuse"
"294675017"	"other alcoholic psychosis nos"	"E01yz"	"42344001"	"70655012"	""	"E01yz00"	"Alcohol misuse"
"294676016"	"alcoholic psychosis nos"	"E01z"	"42344001"	"70655012"	""	"E01z.00"	"Alcohol misuse"
"294679011"	"drug-induced paranoia or hallucinatory states"	"E021"	"191484009"	"294679011"	""	"E021.00"	"Drug misuse"
"294680014"	"drug-induced paranoid state"	"E0210"	"191485005"	"294680014"	""	"E021000"	"Drug misuse"
"294681013"	"drug-induced hallucinosis"	"E0211"	"191486006"	"294681013"	""	"E021100"	"Drug misuse"
"294682018"	"drug-induced paranoia or hallucinatory state nos"	"E021z"	"191484009"	"294679011"	""	"E021z00"	"Drug misuse"
"294687012"	"drug-induced delirium"	"E02y0"	"191492000"	"294687012"	""	"E02y000"	"Drug misuse"
"294690018"	"drug-induced depressive state"	"E02y3"	"191495003"	"294690018"	""	"E02y300"	"Drug misuse"
"294691019"	"drug-induced personality disorder"	"E02y4"	"191496002"	"294691019"	""	"E02y400"	"Drug misuse"
"295126010"	"alcohol dependence with acute alcoholic intoxication"	"E230-1"	"191802004"	"295126010"	""	"E230.11"	"Alcohol misuse"
"295127018"	"acute alcoholic intoxication in alcoholism"	"E230"	"191802004"	"295127018"	""	"E230.00"	"Alcohol misuse"
"295128011"	"acute alcoholic intoxication, unspecified, in alcoholism"	"E2300"	"191802004"	"295127018"	""	"E230000"	"Alcohol misuse"
"295129015"	"continuous acute alcoholic intoxication in alcoholism"	"E2301"	"191804003"	"295129015"	""	"E230100"	"Alcohol misuse"
"295130013"	"episodic acute alcoholic intoxication in alcoholism"	"E2302"	"191805002"	"295130013"	""	"E230200"	"Alcohol misuse"
"295131012"	"acute alcoholic intoxication in remission, in alcoholism"	"E2303"	"191806001"	"295131012"	""	"E230300"	"Alcohol misuse"
"295132017"	"acute alcoholic intoxication in alcoholism nos"	"E230z"	"191802004"	"295127018"	""	"E230z00"	"Alcohol misuse"
"295136019"	"unspecified chronic alcoholism"	"E2310"	"66590003"	"110628016"	""	"E231000"	"Alcohol misuse"
"295139014"	"continuous chronic alcoholism"	"E2311"	"191811004"	"295139014"	""	"E231100"	"Alcohol misuse"
"295141010"	"episodic chronic alcoholism"	"E2312"	"191812006"	"295141010"	""	"E231200"	"Alcohol misuse"
"295142015"	"chronic alcoholism in remission"	"E2313"	"191813001"	"295142015"	""	"E231300"	"Alcohol misuse"
"295143013"	"chronic alcoholism nos"	"E231z"	"66590003"	"110629012"	""	"E231z00"	"Alcohol misuse"
"295144019"	"alcohol dependence syndrome nos"	"E23z"	"66590003"	"500478011"	""	"E23z.00"	"Alcohol misuse"
"295145018"	"drug dependence"	"E24"	"191816009"	"295145018"	""	"E24..00"	"Drug misuse"
"295153014"	"unspecified opioid dependence"	"E2400"	"75544000"	"125472011"	""	"E240000"	"Drug misuse"
"295154015"	"continuous opioid dependence"	"E2401"	"191819002"	"295154015"	""	"E240100"	"Drug misuse"
"295155019"	"episodic opioid dependence"	"E2402"	"191820008"	"295155019"	""	"E240200"	"Drug misuse"
"295156018"	"opioid dependence in remission"	"E2403"	"191821007"	"295156018"	""	"E240300"	"Drug misuse"
"295157010"	"opioid drug dependence nos"	"E240z"	"75544000"	"125472011"	""	"E240z00"	"Drug misuse"
"295172014"	"cocaine type drug dependence"	"E242"	"191829009"	"295172014"	""	"E242.00"	"Drug misuse"
"295179017"	"cocaine drug dependence nos"	"E242z"	"31956009"	"53398019"	""	"E242z00"	"Drug misuse"
"295187016"	"cannabis dependence, unspecified"	"E2430"	"85005007"	"140938016"	""	"E243000"	"Drug misuse"
"295188014"	"cannabis dependence, continuous"	"E2431"	"191837001"	"295188014"	""	"E243100"	"Drug misuse"
"295189018"	"cannabis dependence, episodic"	"E2432"	"191838006"	"295189018"	""	"E243200"	"Drug misuse"
"295190010"	"cannabis dependence in remission"	"E2433"	"191839003"	"295190010"	""	"E243300"	"Drug misuse"
"295191014"	"cannabis drug dependence nos"	"E243z"	"85005007"	"140938016"	""	"E243z00"	"Drug misuse"
"295207012"	"hallucinogen dependence, unspecified"	"E2450"	"38247002"	"64025010"	""	"E245000"	"Drug misuse"
"295208019"	"hallucinogen dependence, continuous"	"E2451"	"191849000"	"295208019"	""	"E245100"	"Drug misuse"
"295209010"	"hallucinogen dependence, episodic"	"E2452"	"191850000"	"295209010"	""	"E245200"	"Drug misuse"
"295210017"	"hallucinogen dependence in remission"	"E2453"	"191851001"	"295210017"	""	"E245300"	"Drug misuse"
"295211018"	"hallucinogen dependence nos"	"E245z"	"38247002"	"64025010"	""	"E245z00"	"Drug misuse"
"295212013"	"glue sniffing dependence"	"E246"	"191853003"	"295212013"	""	"E246.00"	"Drug misuse"
"295214014"	"glue sniffing dependence, unspecified"	"E2460"	"191853003"	"295212013"	""	"E246000"	"Drug misuse"
"295215010"	"glue sniffing dependence, continuous"	"E2461"	"191855005"	"295215010"	""	"E246100"	"Drug misuse"
"295216011"	"glue sniffing dependence, episodic"	"E2462"	"191856006"	"295216011"	""	"E246200"	"Drug misuse"
"295217019"	"glue sniffing dependence in remission"	"E2463"	"191857002"	"295217019"	""	"E246300"	"Drug misuse"
"295218012"	"glue sniffing dependence nos"	"E246z"	"191853003"	"295212013"	""	"E246z00"	"Drug misuse"
"295222019"	"other specified drug dependence, unspecified"	"E2470"	"191816009"	"295145018"	""	"E247000"	"Drug misuse"
"295224018"	"other specified drug dependence, continuous"	"E2471"	"191816009"	"295145018"	""	"E247100"	"Drug misuse"
"295225017"	"other specified drug dependence, episodic"	"E2472"	"191816009"	"295145018"	""	"E247200"	"Drug misuse"
"295226016"	"other specified drug dependence in remission"	"E2473"	"191816009"	"295145018"	""	"E247300"	"Drug misuse"
"295227013"	"other specified drug dependence nos"	"E247z"	"191816009"	"295145018"	""	"E247z00"	"Drug misuse"
"295228015"	"combined opioid with other drug dependence"	"E248"	"191865004"	"295228015"	""	"E248.00"	"Drug misuse"
"295229011"	"combined opioid with other drug dependence, unspecified"	"E2480"	"191865004"	"295228015"	""	"E248000"	"Drug misuse"
"295230018"	"combined opioid with other drug dependence, continuous"	"E2481"	"191867007"	"295230018"	""	"E248100"	"Drug misuse"
"295231019"	"combined opioid with other drug dependence, episodic"	"E2482"	"191868002"	"295231019"	""	"E248200"	"Drug misuse"
"295232014"	"combined opioid with other drug dependence in remission"	"E2483"	"191869005"	"295232014"	""	"E248300"	"Drug misuse"
"295233016"	"combined opioid with other drug dependence nos"	"E248z"	"191865004"	"295228015"	""	"E248z00"	"Drug misuse"
"295234010"	"combined drug dependence, excluding opioids"	"E249"	"191871005"	"295234010"	""	"E249.00"	"Drug misuse"
"295235011"	"combined drug dependence, excluding opioid, unspecified"	"E2490"	"191871005"	"295234010"	""	"E249000"	"Drug misuse"
"295236012"	"combined drug dependence, excluding opioid, continuous"	"E2491"	"191873008"	"295236012"	""	"E249100"	"Drug misuse"
"295237015"	"combined drug dependence, excluding opioid, episodic"	"E2492"	"191874002"	"295237015"	""	"E249200"	"Drug misuse"
"295238013"	"combined drug dependence, excluding opioid, in remission"	"E2493"	"191875001"	"295238013"	""	"E249300"	"Drug misuse"
"295239017"	"combined drug dependence, excluding opioid, nos"	"E249z"	"191871005"	"295234010"	""	"E249z00"	"Drug misuse"
"295240015"	"ecstasy type drug dependence"	"E24A"	"191877009"	"295240015"	""	"E24A.00"	"Drug misuse"
"295241016"	"drug dependence nos"	"E24z"	"191816009"	"295145018"	""	"E24z.00"	"Drug misuse"
"295251015"	"nondependent alcohol abuse, unspecified"	"E2500"	"268645007"	"401797010"	""	"E250000"	"Alcohol misuse"
"295252010"	"nondependent alcohol abuse, continuous"	"E2501"	"191882002"	"295252010"	""	"E250100"	"Alcohol misuse"
"295253017"	"nondependent alcohol abuse, episodic"	"E2502"	"191883007"	"295253017"	""	"E250200"	"Alcohol misuse"
"295254011"	"nondependent alcohol abuse in remission"	"E2503"	"191884001"	"295254011"	""	"E250300"	"Alcohol misuse"
"295255012"	"nondependent alcohol abuse nos"	"E250z"	"268645007"	"401797010"	""	"E250z00"	"Alcohol misuse"
"295261010"	"nondependent cannabis abuse"	"E252"	"191891003"	"295261010"	""	"E252.00"	"Drug misuse"
"295262015"	"nondependent cannabis abuse, unspecified"	"E2520"	"191891003"	"295261010"	""	"E252000"	"Drug misuse"
"295263013"	"nondependent cannabis abuse, continuous"	"E2521"	"191893000"	"295263013"	""	"E252100"	"Drug misuse"
"295264019"	"nondependent cannabis abuse, episodic"	"E2522"	"191894006"	"295264019"	""	"E252200"	"Drug misuse"
"295265018"	"nondependent cannabis abuse in remission"	"E2523"	"191895007"	"295265018"	""	"E252300"	"Drug misuse"
"295266017"	"nondependent cannabis abuse nos"	"E252z"	"191891003"	"295261010"	""	"E252z00"	"Drug misuse"
"295271012"	"nondependent hallucinogen abuse, unspecified"	"E2530"	"268646008"	"401798017"	""	"E253000"	"Drug misuse"
"295272017"	"nondependent hallucinogen abuse, continuous"	"E2531"	"191899001"	"295272017"	""	"E253100"	"Drug misuse"
"295274016"	"nondependent hallucinogen abuse, episodic"	"E2532"	"191900006"	"295274016"	""	"E253200"	"Drug misuse"
"295275015"	"nondependent hallucinogen abuse in remission"	"E2533"	"191901005"	"295275015"	""	"E253300"	"Drug misuse"
"295276019"	"nondependent hallucinogen abuse nos"	"E253z"	"268646008"	"401798017"	""	"E253z00"	"Drug misuse"
"295290016"	"nondependent opioid abuse"	"E255"	"191909007"	"295290016"	""	"E255.00"	"Drug misuse"
"295293019"	"nondependent opioid abuse, unspecified"	"E2550"	"191909007"	"295290016"	""	"E255000"	"Drug misuse"
"295295014"	"nondependent opioid abuse, continuous"	"E2551"	"191912005"	"295295014"	""	"E255100"	"Drug misuse"
"295296010"	"nondependent opioid abuse, episodic"	"E2552"	"191913000"	"295296010"	""	"E255200"	"Drug misuse"
"295297018"	"nondependent opioid abuse in remission"	"E2553"	"191914006"	"295297018"	""	"E255300"	"Drug misuse"
"295298011"	"nondependent opioid abuse nos"	"E255z"	"191909007"	"295290016"	""	"E255z00"	"Drug misuse"
"295321011"	"nondependent antidepressant type drug abuse nos"	"E258z"	"191928000"	"295315012"	""	"E258z00"	"Drug misuse"
"295322016"	"nondependent mixed drug abuse"	"E259"	"191934007"	"295322016"	""	"E259.00"	"Drug misuse"
"295323014"	"nondependent mixed drug abuse, unspecified"	"E2590"	"191934007"	"295322016"	""	"E259000"	"Drug misuse"
"295324015"	"nondependent mixed drug abuse, continuous"	"E2591"	"191936009"	"295324015"	""	"E259100"	"Drug misuse"
"295325019"	"nondependent mixed drug abuse, episodic"	"E2592"	"191937000"	"295325019"	""	"E259200"	"Drug misuse"
"295326018"	"nondependent mixed drug abuse in remission"	"E2593"	"191938005"	"295326018"	""	"E259300"	"Drug misuse"
"295327010"	"misuse of prescription only drugs"	"E2594"	"191939002"	"295327010"	""	"E259400"	"Drug misuse"
"295328017"	"nondependent mixed drug abuse nos"	"E259z"	"191934007"	"295322016"	""	"E259z00"	"Drug misuse"
"295335013"	"nondependent other drug abuse, unspecified"	"E25y0"	"66214007"	"2310431000000117"	""	"E25y000"	"Drug misuse"
"295336014"	"nondependent other drug abuse, continuous"	"E25y1"	"426590003"	"2674598013"	""	"E25y100"	"Drug misuse"
"295337017"	"nondependent other drug abuse, episodic"	"E25y2"	"66214007"	"2310431000000117"	""	"E25y200"	"Drug misuse"
"295338010"	"nondependent other drug abuse in remission"	"E25y3"	"66214007"	"2310431000000117"	""	"E25y300"	"Drug misuse"
"295339019"	"nondependent other drug abuse nos"	"E25yz"	"66214007"	"109958011"	""	"E25yz00"	"Drug misuse"
"295340017"	"misuse of drugs nos"	"E25z"	"361055000"	"477158014"	""	"E25z.00"	"Drug misuse"
"295765017"	"[x]mental and behavioural disorders due to use of alcohol"	"Eu10"	"29212009"	"48886010"	""	"Eu10.00"	"Alcohol misuse"
"295803018"	"[x]mental and behavioural disorders due to use of opioids"	"Eu11"	"14784000"	"25116012"	""	"Eu11.00"	"Drug misuse"
"297011014"	"alcoholic encephalopathy"	"F11x0-1"	"192811002"	"297011014"	""	"F11x011"	"Alcohol misuse"
"299061000000117"	"hazardous alcohol use"	"136S"	"198421000000108"	"299061000000117"	""	"136S.00"	"Alcohol misuse"
"299081000000114"	"harmful alcohol use"	"136T"	"198431000000105"	"299081000000114"	""	"136T.00"	"Alcohol misuse"
